match_id,map,game_start,agent,kills,deaths,assists,score,shots_total,hs_percent,kd_ratio,total_engagements,win
ebd27757-c4bf-4df4-ace0-979b5c1da56c,Lotus,2024-04-07T17:41:45.132Z,Chamber,16,8,2,4452,50,20.0,2.0,26,1.0
e5fec9b6-b5f0-465e-9b75-57d202cc65c0,Lotus,2024-04-05T20:04:05.555Z,Chamber,14,9,2,3345,31,22.58064516129032,1.5555555555555556,25,1.0
26d8da14-bfc5-4262-a4b3-b938c7ada907,Split,2024-03-24T01:37:28.268Z,Jett,14,18,5,3933,42,16.666666666666664,0.7777777777777778,37,1.0
b3d54ca5-bb7b-4cab-a75a-7f701c7f5b14,Lotus,2024-03-20T00:07:56.725Z,Jett,10,16,2,3034,21,42.857142857142854,0.625,28,0.0
e188d4c8-d766-414c-8833-d831b8ab44d6,Split,2024-03-14T03:16:49.238Z,Reyna,24,15,5,6752,65,27.692307692307693,1.6,44,1.0
0c9092fa-99ad-4255-af93-de704af0c679,Breeze,2024-03-13T22:40:09.495Z,Chamber,10,11,4,3095,19,15.789473684210526,0.9090909090909091,25,1.0
7b430881-2c03-4ba8-bc51-84947fa62b90,Icebox,2024-03-10T19:35:39.034Z,Chamber,15,9,1,3651,28,32.142857142857146,1.6666666666666667,25,1.0
21b64b02-a96f-4690-864a-5e779af19afe,Lotus,2024-03-08T20:05:01.641Z,Astra,26,32,3,8394,0,0.0,0.8125,61,
a7e59fd2-6652-43f8-82df-35cad8db9075,Bind,2024-02-19T00:18:31.774Z,Breach,23,17,1,6500,0,0.0,1.3529411764705883,41,
5a6c2b3a-3f5c-43d8-87bf-da340d1fc6fc,Icebox,2024-02-18T23:45:29.871Z,Chamber,10,15,3,3288,33,21.21212121212121,0.6666666666666666,28,0.0
f2e4d20d-e852-4b9b-8a2b-0e552e47a228,Sunset,2024-02-10T21:07:41.308Z,Sova,6,16,3,2083,25,24.0,0.375,25,0.0
a4ca3dfd-d0d1-437c-9fd2-31ce1697d7cf,Breeze,2024-02-04T22:27:18.404Z,Chamber,14,16,2,3922,26,23.076923076923077,0.875,32,0.0
